,loan_id,account_id,date_x,amount,duration,payments,status,district_id,frequency,date_y,amount_order,k_symbol_LEASING,k_symbol_Other,k_symbol_POJISTNE,k_symbol_SIPO,k_symbol_UVER,date_min,date_max,amount_sum,amount_mean,amount_std,balance_min,balance_max,balance_mean,balance_std,type_PRIJEM_sum,type_VYBER_sum,type_VYDAJ_sum,operation_Other_sum,operation_PREVOD NA UCET_sum,operation_PREVOD Z UCTU_sum,operation_VKLAD_sum,operation_VYBER_sum,operation_VYBER KARTOU_sum,k_symbol_Other_sum,k_symbol_POJISTNE_sum,k_symbol_SANKC. UROK_sum,k_symbol_SIPO_sum,k_symbol_SLUZBY_sum,k_symbol_UROK_sum,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,type_x,gender,birth_date,type_y,issued
566,6940,9510,1996-11-22,228276,36,6341.0,1,1,POPLATEK MESICNE,1996-06-09,6341.0,0.0,0.0,0.0,0.0,6341.0,1996-06-09,1996-11-10,143739.0,7186.95,6934.840501903565,500.0,60237.0,41402.35,14856.84247205555,98724.0,0.0,45015.0,841.0,0.0,0.0,97883.0,45015.0,0.0,142883.0,0.0,0.0,0.0,15.0,841.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1961-08-03,No Card,
569,6948,9560,1998-03-15,157068,36,4363.0,1,1,POPLATEK MESICNE,1997-07-13,11596.7,0.0,0.0,0.0,7234.0,4362.7,1997-07-13,1998-03-10,216634.0,10315.904761904761,14171.384261619476,400.0,88838.0,38743.0,23121.28513080534,127634.0,0.0,89000.0,2155.0,0.0,0.0,125479.0,89000.0,0.0,214479.0,0.0,0.0,0.0,0.0,2155.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1971-09-12,No Card,
570,6949,9583,1995-12-12,104712,24,4363.0,0,31,POPLATEK TYDNE,1994-05-22,17748.7,0.0,0.0,0.0,13386.0,4362.7,1994-05-22,1995-12-11,1298121.0,12019.638888888889,12231.325414350833,300.0,119752.0,52379.15740740741,25655.50160530585,664117.0,140228.0,493776.0,3089.0,147246.0,0.0,661028.0,486758.0,0.0,1147456.0,0.0,0.0,147246.0,330.0,3089.0,51313,34,12,3,1,4,59.2,8930,3.5,4.2,108,1328.0,1452,OWNER,F,1970-10-07,No Card,
571,6950,9591,1995-04-11,104712,24,4363.0,0,74,POPLATEK MESICNE,1993-05-20,8508.7,0.0,0.0,0.0,4146.0,4362.7,1993-05-20,1995-04-10,2288251.0,11980.37172774869,14364.363236222613,400.0,147603.0,57357.858638743455,27075.740262143696,1155023.0,170886.0,962342.0,4556.0,91212.0,0.0,1150467.0,1042016.0,0.0,2192153.0,0.0,0.0,91212.0,330.0,4556.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1944-12-12,No Card,
572,6955,9627,1995-11-22,244368,48,5091.0,1,65,POPLATEK PO OBRATU,1994-07-22,5091.3,0.0,0.0,0.0,0.0,5091.3,1994-07-22,1995-11-19,2571714.0,17859.125,16593.040587195635,200.0,143453.0,75924.25694444444,25561.76366737367,1328954.0,34260.0,1208500.0,4416.0,0.0,0.0,1324538.0,1242760.0,0.0,2565798.0,0.0,0.0,0.0,1500.0,4416.0,114200,101,41,4,1,4,43.7,8403,5.7,5.72,105,2157.0,2718,OWNER,M,1970-04-02,No Card,
576,6961,9645,1996-06-06,176148,36,4893.0,1,38,POPLATEK MESICNE,1996-01-23,10076.0,0.0,0.0,0.0,5183.0,4893.0,1996-01-23,1996-05-31,228793.0,17599.46153846154,16180.573957760711,1100.0,83783.0,47154.53846153846,21431.20879549022,141193.0,0.0,87600.0,569.0,0.0,139524.0,1100.0,87600.0,0.0,228224.0,0.0,0.0,0.0,0.0,569.0,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,OWNER,F,1963-11-20,No Card,
577,6962,9646,1998-04-02,279072,48,5814.0,1,1,POPLATEK TYDNE,1996-07-30,5813.5,0.0,0.0,0.0,0.0,5813.5,1996-07-30,1998-03-31,1059913.0,12324.56976744186,13629.500835485027,300.0,111246.0,43095.56976744186,25143.85525848774,540707.0,38766.0,480440.0,2421.0,0.0,0.0,538286.0,519206.0,0.0,1057252.0,0.0,0.0,0.0,240.0,2421.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1969-01-19,No Card,
578,6965,9656,1995-06-13,139536,24,5814.0,0,61,POPLATEK MESICNE,1993-11-14,16534.5,0.0,0.0,0.0,10721.0,5813.5,1993-11-14,1995-06-07,2384969.0,14454.357575757576,14738.889829768144,800.0,151547.0,63889.92121212121,30644.17966878903,1210718.0,138139.0,1036112.0,4189.0,182257.0,0.0,1206529.0,991994.0,0.0,2198268.0,0.0,0.0,182257.0,255.0,4189.0,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,OWNER,F,1941-09-13,No Card,
581,6984,9730,1997-08-15,116040,60,1934.0,1,54,POPLATEK MESICNE,1997-01-01,6956.0,0.0,4764.0,0.0,258.0,1934.0,1997-01-01,1997-08-14,157989.0,4051.0,4535.124370139322,900.0,42495.0,29865.17948717949,8523.983964369672,95276.0,0.0,62713.0,777.0,20088.0,0.0,94499.0,42625.0,0.0,156135.0,0.0,0.0,1032.0,45.0,777.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,F,1939-10-27,No Card,
582,6985,9731,1995-11-22,113796,36,3161.0,0,54,POPLATEK PO OBRATU,1994-12-01,9447.7,0.0,1320.0,0.0,4967.0,3160.7,1994-12-01,1995-11-10,464635.0,6453.263888888889,7747.186271580474,500.0,58022.0,36840.458333333336,11410.767662437387,249345.0,44494.0,170796.0,1613.0,50296.0,246532.0,1200.0,164994.0,0.0,422586.0,0.0,0.0,39736.0,700.0,1613.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,OWNER,M,1971-10-09,No Card,
583,6986,9750,1995-02-11,151728,48,3161.0,1,74,POPLATEK MESICNE,1994-05-16,3160.7,0.0,0.0,0.0,0.0,3160.7,1994-05-16,1995-02-10,472514.0,8289.719298245614,11105.864661703978,-670.0,82785.0,30491.105263157893,24000.24214884107,249501.0,109326.0,113687.0,1764.0,0.0,0.0,247737.0,223013.0,0.0,470663.0,0.0,12.0,0.0,75.0,1764.0,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,OWNER,M,1976-06-23,No Card,
584,6992,9790,1996-07-27,133968,48,2791.0,1,52,POPLATEK MESICNE,1995-11-09,15482.0,0.0,993.0,2488.0,9210.0,2791.0,1995-11-09,1996-07-14,785254.0,9939.924050632912,13990.202782361437,200.0,117459.0,46772.49367088608,22590.122784239367,409991.0,65030.0,310233.0,1286.0,101528.0,0.0,408705.0,273735.0,0.0,690279.0,19904.0,0.0,73680.0,105.0,1286.0,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,OWNER,M,1943-05-30,classic,1996-05-31
586,6996,9828,1995-04-13,126600,24,5275.0,0,11,POPLATEK MESICNE,1993-05-20,5274.7,0.0,0.0,0.0,0.0,5274.7,1993-05-20,1995-04-10,1542294.0,11684.045454545454,13027.02915981777,400.0,94043.0,47119.068181818184,17179.80349228372,795504.0,116320.0,630470.0,3904.0,0.0,791200.0,400.0,746790.0,0.0,1538120.0,0.0,0.0,0.0,270.0,3904.0,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,OWNER,M,1939-02-27,No Card,
588,7001,9859,1997-08-10,300600,60,5010.0,1,27,POPLATEK MESICNE,1996-07-08,8259.5,0.0,1476.0,765.0,1008.0,5010.5,1996-07-08,1997-08-08,801234.0,8434.042105263157,11693.611997642125,400.0,104170.0,53217.72631578947,20909.11534624547,437578.0,73144.0,290512.0,2997.0,25992.0,420881.0,13700.0,334664.0,3000.0,783933.0,6120.0,0.0,8064.0,120.0,2997.0,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,OWNER,F,1964-06-26,classic,1997-06-29
589,7004,9869,1995-03-15,331560,60,5526.0,1,12,POPLATEK MESICNE,1993-08-21,13911.0,0.0,2498.0,0.0,5887.0,5526.0,1993-08-21,1995-03-14,871266.0,7321.563025210084,8600.04564201394,900.0,71925.0,36942.08403361344,11038.390846695182,459626.0,0.0,411640.0,2654.0,117390.0,0.0,456972.0,294250.0,0.0,785984.0,0.0,0.0,82418.0,210.0,2654.0,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868,OWNER,M,1980-11-23,junior,1996-03-26
593,7035,10005,1998-07-29,210744,36,5854.0,1,64,POPLATEK MESICNE,1997-11-29,15005.2,0.0,0.0,0.0,9151.0,5854.2,1997-11-29,1998-07-27,603533.0,15475.205128205129,15910.678595769188,200.0,87393.0,51175.230769230766,20060.07370567025,317653.0,10631.0,275249.0,1327.0,36604.0,316126.0,200.0,249276.0,0.0,565557.0,0.0,0.0,36604.0,45.0,1327.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,OWNER,M,1978-11-29,No Card,
594,7036,10019,1996-09-25,194940,36,5415.0,1,8,POPLATEK MESICNE,1995-06-15,5415.0,0.0,0.0,0.0,0.0,5415.0,1995-06-15,1996-09-14,1152821.0,12668.362637362638,14653.027961267922,600.0,138173.0,56669.73626373626,35314.5681361217,593514.0,23527.0,535780.0,2463.0,0.0,0.0,591051.0,559307.0,0.0,1150178.0,0.0,0.0,0.0,180.0,2463.0,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,OWNER,M,1964-10-30,No Card,
595,7037,10022,1998-01-03,218064,48,4543.0,1,1,POPLATEK MESICNE,1997-05-07,16324.7,0.0,4104.0,0.0,7678.0,4542.7,1997-05-07,1998-01-02,397366.0,10188.871794871795,11519.315723873917,400.0,81063.0,54315.48717948718,14925.546414879627,220030.0,30245.0,147091.0,1582.0,35346.0,218048.0,400.0,141990.0,0.0,372705.0,0.0,0.0,23034.0,45.0,1582.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1944-04-08,classic,1998-08-25
597,7049,10063,1997-06-24,233424,36,6484.0,1,4,POPLATEK TYDNE,1996-10-13,18246.7,0.0,8927.0,2746.0,90.0,6483.7,1996-10-13,1997-06-13,664532.0,13561.877551020409,18358.87316307913,200.0,105025.0,54477.02040816326,25141.697819135872,355890.0,0.0,308642.0,1372.0,47052.0,350118.0,4400.0,261590.0,0.0,651726.0,10984.0,0.0,360.0,90.0,1372.0,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,OWNER,M,1959-02-17,No Card,
598,7050,10065,1997-09-23,311232,48,6484.0,1,76,POPLATEK MESICNE,1996-03-30,6483.7,0.0,0.0,0.0,0.0,6483.7,1996-03-30,1997-09-22,2256462.0,16591.632352941175,15514.416318407582,1100.0,144269.0,72885.77205882352,27188.60489983828,1154372.0,145165.0,956925.0,4585.0,0.0,0.0,1149787.0,1102090.0,0.0,2251652.0,0.0,0.0,0.0,225.0,4585.0,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,OWNER,F,1946-08-27,classic,1998-09-05
600,7055,10079,1994-04-06,167100,60,2785.0,1,62,POPLATEK MESICNE,1993-05-06,2784.8,0.0,0.0,0.0,0.0,2784.8,1993-05-06,1994-04-01,1132264.0,14332.45569620253,15463.869883183757,1100.0,143606.0,63707.645569620254,26493.63708033617,585785.0,57829.0,488650.0,2894.0,0.0,0.0,582891.0,546479.0,0.0,1129220.0,0.0,0.0,0.0,150.0,2894.0,145688,22,41,13,2,5,40.7,8544,1.2,1.86,109,2719.0,2906,OWNER,F,1970-01-17,classic,1998-08-01
601,7057,10093,1995-10-20,231696,36,6436.0,0,1,POPLATEK TYDNE,1994-07-01,16611.0,0.0,331.0,7082.0,2762.0,6436.0,1994-07-01,1995-10-10,1346104.0,10683.36507936508,14358.005201059468,800.0,108575.0,45873.69047619047,20926.366264008393,692989.0,114947.0,538168.0,2779.0,119338.0,686410.0,3800.0,533777.0,0.0,1227629.0,84984.0,0.0,30382.0,330.0,2779.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1973-05-30,No Card,
602,7061,10105,1994-08-27,121896,24,5079.0,0,55,POPLATEK MESICNE,1993-04-28,5079.0,0.0,0.0,0.0,0.0,5079.0,1993-04-28,1994-08-21,1230427.0,13230.397849462366,14728.251956654292,600.0,133455.0,54422.591397849465,21910.82754288021,636171.0,95321.0,498935.0,3012.0,0.0,0.0,633159.0,594256.0,0.0,1227280.0,0.0,0.0,0.0,135.0,3012.0,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,OWNER,M,1965-03-07,No Card,
603,7066,10131,1994-05-02,215388,36,5983.0,1,1,POPLATEK MESICNE,1993-11-27,5983.0,0.0,0.0,0.0,0.0,5983.0,1993-11-27,1994-04-30,91662.0,6110.8,12682.055439534579,1000.0,50757.0,32703.0,10504.295590716347,61162.0,0.0,30500.0,692.0,0.0,0.0,60470.0,30500.0,0.0,90970.0,0.0,0.0,0.0,0.0,692.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1959-12-17,No Card,
604,7067,10134,1998-01-11,136368,24,5682.0,1,22,POPLATEK MESICNE,1997-04-26,15216.8,0.0,0.0,0.0,9535.0,5681.8,1997-04-26,1998-01-10,888967.0,15067.237288135593,14400.092130139888,600.0,119446.0,60593.983050847455,21974.24762549572,470432.0,0.0,418535.0,2041.0,66745.0,0.0,468391.0,351790.0,0.0,820091.0,0.0,0.0,66745.0,90.0,2041.0,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,OWNER,M,1969-07-04,No Card,
606,7085,10202,1997-06-19,305424,48,6363.0,1,70,POPLATEK MESICNE,1996-07-08,12524.3,0.0,4880.0,0.0,1281.0,6363.3,1996-07-08,1997-06-12,829171.0,9990.012048192772,13394.481415952321,300.0,120228.0,46147.590361445786,29671.018735556754,419424.0,69663.0,340084.0,2096.0,55449.0,0.0,417328.0,354298.0,0.0,815411.0,0.0,0.0,11529.0,135.0,2096.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1963-10-13,No Card,
608,7088,10233,1997-05-03,239160,60,3986.0,1,27,POPLATEK MESICNE,1996-02-21,9740.7,0.0,4313.0,986.0,456.0,3985.7,1996-02-21,1997-04-30,694072.0,6547.8490566037735,9237.954050744449,500.0,77715.0,37233.34905660377,12741.418616571445,361341.0,43040.0,289691.0,1931.0,57041.0,358710.0,700.0,275690.0,0.0,678027.0,9860.0,0.0,4104.0,150.0,1931.0,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,OWNER,M,1947-01-30,No Card,
609,7091,10243,1998-09-22,113436,36,3151.0,1,44,POPLATEK MESICNE,1997-09-03,3151.3,0.0,0.0,0.0,0.0,3151.3,1997-09-03,1998-09-18,1851732.0,17805.115384615383,17818.210755034554,200.0,131410.0,68510.36538461539,27032.87774840746,981106.0,64176.0,806450.0,3205.0,0.0,0.0,977901.0,870626.0,0.0,1848377.0,0.0,0.0,0.0,150.0,3205.0,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,OWNER,M,1956-01-01,classic,1998-11-08
612,7100,10280,1997-12-31,348120,60,5802.0,1,69,POPLATEK MESICNE,1996-12-01,5802.3,0.0,0.0,0.0,0.0,5802.3,1996-12-01,1997-12-26,962843.0,14812.969230769231,16481.109558530592,600.0,111160.0,58819.6,22066.318121318967,508231.0,92292.0,362320.0,2828.0,0.0,504803.0,600.0,454612.0,0.0,959895.0,0.0,0.0,0.0,120.0,2828.0,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,OWNER,F,1962-07-20,classic,1998-07-18
613,7101,10297,1996-11-18,421008,48,8771.0,1,14,POPLATEK MESICNE,1996-01-19,18673.0,0.0,0.0,0.0,9902.0,8771.0,1996-01-19,1996-11-14,426100.0,8522.0,8470.05050704166,600.0,72330.0,37436.4,12359.171115129897,228633.0,0.0,197467.0,1250.0,59412.0,0.0,227383.0,138055.0,0.0,365363.0,0.0,0.0,59412.0,75.0,1250.0,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,OWNER,M,1953-06-01,classic,1998-11-30
614,7104,10320,1993-12-13,259740,60,4329.0,0,68,POPLATEK MESICNE,1993-07-11,16742.8,0.0,0.0,0.0,12414.0,4328.8,1993-07-11,1993-12-10,221647.0,13038.058823529413,12382.610566186095,800.0,79634.0,45198.17647058824,19487.37829735985,144433.0,0.0,77214.0,781.0,12414.0,142852.0,800.0,64800.0,0.0,208452.0,0.0,0.0,12414.0,0.0,781.0,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,OWNER,M,1979-03-16,No Card,
619,7122,10365,1997-01-04,260640,36,7240.0,1,22,POPLATEK MESICNE,1995-09-02,20064.0,0.0,8168.0,331.0,4325.0,7240.0,1995-09-02,1997-01-01,540993.0,6935.807692307692,10429.862492472663,-719.0,88732.0,31518.20512820513,20629.883884797633,276279.0,6855.0,257859.0,2178.0,70549.0,0.0,274101.0,194165.0,0.0,510769.0,1986.0,5.0,25950.0,105.0,2178.0,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,OWNER,F,1949-01-21,No Card,
620,7129,10404,1998-03-01,194280,60,3238.0,1,1,POPLATEK MESICNE,1996-12-30,7595.0,0.0,2086.0,100.0,2171.0,3238.0,1996-12-30,1998-02-28,713595.0,6315.0,9439.42056427648,300.0,77920.0,48180.407079646015,13378.643561553332,372115.0,0.0,341480.0,2499.0,43470.0,0.0,369616.0,298010.0,0.0,688336.0,900.0,0.0,21710.0,150.0,2499.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,M,1969-08-12,classic,1998-11-24
621,7130,10411,1996-12-11,123408,24,5142.0,0,39,POPLATEK PO OBRATU,1995-11-23,20024.0,0.0,9539.0,2323.0,3020.0,5142.0,1995-11-23,1996-12-09,376341.0,5789.861538461539,8424.777389263994,700.0,85627.0,28359.36923076923,17185.35063885193,192349.0,0.0,183992.0,2670.0,89292.0,0.0,189679.0,94700.0,0.0,341013.0,13938.0,0.0,18120.0,600.0,2670.0,119895,17,4,3,2,4,89.9,10446,7.3,9.4,90,4947.0,4743,OWNER,M,1964-10-14,gold,1996-07-03
623,7137,10439,1994-06-03,151560,24,6315.0,0,66,POPLATEK MESICNE,1993-11-21,16449.0,0.0,0.0,0.0,10134.0,6315.0,1993-11-21,1994-06-01,474196.0,16935.571428571428,16721.839656964406,300.0,97913.0,53976.21428571428,22844.084351934678,247759.0,59873.0,166564.0,1174.0,10134.0,246285.0,300.0,216303.0,0.0,462858.0,0.0,0.0,10134.0,30.0,1174.0,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,OWNER,M,1953-05-05,gold,1998-12-06
626,7142,10451,1994-12-19,482940,60,8049.0,1,1,POPLATEK MESICNE,1993-08-29,15830.0,0.0,4653.0,689.0,2439.0,8049.0,1993-08-29,1994-12-13,527897.0,4060.746153846154,5196.161240063384,900.0,57707.0,26358.8,9885.456224468926,273168.0,0.0,254729.0,3119.0,90244.0,0.0,270049.0,164485.0,0.0,490205.0,7579.0,0.0,26829.0,165.0,3119.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1976-05-21,No Card,
627,7147,10478,1998-01-02,267600,48,5575.0,1,70,POPLATEK TYDNE,1996-02-24,5575.3,0.0,0.0,0.0,0.0,5575.3,1996-02-24,1998-01-01,1460841.0,13043.223214285714,14883.335323613854,200.0,137674.0,62460.42857142857,31861.65969411074,736203.0,22108.0,702530.0,4568.0,0.0,0.0,731635.0,724638.0,0.0,1455943.0,0.0,0.0,0.0,330.0,4568.0,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,OWNER,F,1958-01-20,No Card,
628,7151,10493,1998-02-18,133800,24,5575.0,1,12,POPLATEK MESICNE,1997-01-09,15011.3,0.0,842.0,0.0,8594.0,5575.3,1997-01-09,1998-02-16,886070.0,9527.63440860215,12335.560433669652,300.0,83556.0,45733.52688172043,20414.43853948528,461097.0,70814.0,354159.0,2389.0,84924.0,0.0,458708.0,340049.0,0.0,806200.0,0.0,0.0,77346.0,135.0,2389.0,107870,84,29,6,1,6,58.0,8754,3.8,4.31,137,3804.0,3868,OWNER,M,1941-03-12,No Card,
629,7154,10520,1996-12-05,417600,60,6960.0,1,55,POPLATEK PO OBRATU,1995-10-24,6959.8,0.0,0.0,0.0,0.0,6959.8,1995-10-24,1996-12-03,277441.0,8160.029411764706,12246.024597952357,200.0,87052.0,43196.794117647056,18631.396855161176,168041.0,0.0,109400.0,4356.0,0.0,0.0,163685.0,98800.0,10600.0,272985.0,0.0,0.0,0.0,100.0,4356.0,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,OWNER,M,1970-10-12,gold,1996-07-17
630,7164,10613,1998-08-15,249792,48,5204.0,1,55,POPLATEK MESICNE,1997-11-04,5204.2,0.0,0.0,0.0,0.0,5204.2,1997-11-04,1998-08-06,649045.0,14423.222222222223,16582.989531840492,700.0,94979.0,58128.15555555555,22774.89529758944,359541.0,36829.0,252675.0,2365.0,0.0,343476.0,13700.0,289504.0,0.0,646605.0,0.0,0.0,0.0,75.0,2365.0,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,OWNER,M,1965-01-13,classic,1998-10-01
631,7166,10630,1995-06-24,198240,24,8260.0,0,41,POPLATEK MESICNE,1995-01-15,15563.0,0.0,0.0,0.0,7303.0,8260.0,1995-01-15,1995-06-14,120751.0,7546.9375,6388.803930509997,300.0,51947.0,30953.1875,13022.424168685591,78048.0,0.0,42703.0,413.0,7303.0,0.0,77635.0,35400.0,0.0,113035.0,0.0,0.0,7303.0,0.0,413.0,118650,8,8,5,1,3,85.6,9832,3.3,4.48,114,6445.0,5471,OWNER,M,1956-02-18,No Card,
632,7167,10644,1998-06-18,269964,36,7499.0,1,16,POPLATEK MESICNE,1997-07-12,18551.7,0.0,0.0,0.0,11053.0,7498.7,1997-07-12,1998-06-16,1109950.0,14799.333333333334,17877.010999584894,400.0,120647.0,61366.973333333335,22661.284406344337,588206.0,68115.0,453629.0,2910.0,88424.0,584896.0,400.0,433320.0,0.0,1018511.0,0.0,0.0,88424.0,105.0,2910.0,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,F,1979-02-14,junior,1998-04-30
633,7168,10645,1998-07-05,208332,36,5787.0,1,2,POPLATEK MESICNE,1996-12-21,9527.0,0.0,0.0,0.0,3740.0,5787.0,1996-12-21,1998-06-30,1903313.0,15349.298387096775,19541.765795084026,500.0,134634.0,64087.08870967742,23975.539219759918,965295.0,56648.0,881370.0,4225.0,52360.0,960570.0,500.0,885658.0,0.0,1846518.0,0.0,0.0,52360.0,210.0,4225.0,88884,80,26,6,2,5,46.7,8507,1.6,1.85,132,2159.0,2674,OWNER,F,1980-04-18,No Card,
634,7171,10650,1998-02-24,196224,48,4088.0,1,76,POPLATEK MESICNE,1997-09-09,14444.0,0.0,0.0,0.0,10356.0,4088.0,1997-09-09,1998-02-19,532822.0,23166.17391304348,22135.173136584253,300.0,135473.0,72465.73913043478,30856.5843337696,306751.0,0.0,226071.0,1594.0,10356.0,304857.0,300.0,215715.0,0.0,520857.0,0.0,0.0,10356.0,15.0,1594.0,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,OWNER,M,1950-03-16,gold,1998-09-04
636,7176,10663,1995-10-28,260028,36,7223.0,0,11,POPLATEK MESICNE,1993-12-08,21322.2,0.0,9317.0,0.0,4782.0,7223.2,1993-12-08,1995-10-14,2014818.0,12514.39751552795,15539.96373921103,200.0,124901.0,50676.86956521739,20993.662962942657,1042331.0,117667.0,854820.0,4966.0,244465.0,1018465.0,18900.0,728022.0,0.0,1923521.0,0.0,0.0,86076.0,255.0,4966.0,75637,35,36,9,0,7,36.5,9622,0.4,0.59,154,3475.0,3529,OWNER,M,1976-11-25,classic,1997-06-27
637,7181,10679,1997-10-02,197808,24,8242.0,1,1,POPLATEK MESICNE,1997-05-30,14911.8,0.0,0.0,0.0,6670.0,8241.8,1997-05-30,1997-09-30,404683.0,26978.866666666665,23828.822897810925,900.0,111797.0,64942.8,28961.935768472777,224283.0,0.0,180400.0,854.0,0.0,222529.0,900.0,180400.0,0.0,403829.0,0.0,0.0,0.0,0.0,854.0,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,OWNER,F,1962-11-03,classic,1998-03-09
639,7189,10728,1996-03-21,154656,48,3222.0,1,71,POPLATEK MESICNE,1994-12-23,7088.5,0.0,0.0,0.0,3867.0,3221.5,1994-12-23,1996-03-17,592200.0,6653.932584269663,7561.819661054642,1000.0,61782.0,31791.3595505618,10868.926004113324,314688.0,30292.0,247220.0,1823.0,38670.0,309265.0,3600.0,238842.0,0.0,551557.0,0.0,0.0,38670.0,150.0,1823.0,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,OWNER,M,1956-11-28,No Card,
640,7192,10738,1994-12-21,115992,36,3222.0,0,45,POPLATEK TYDNE,1993-04-17,11449.5,0.0,8042.0,0.0,186.0,3221.5,1993-04-17,1994-12-10,789227.0,6214.385826771653,9741.380825206572,200.0,107692.0,25666.36220472441,17591.031229717868,399449.0,62850.0,326928.0,1948.0,131648.0,0.0,397501.0,258130.0,0.0,783823.0,0.0,0.0,2976.0,480.0,1948.0,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,OWNER,M,1937-05-17,classic,1997-09-26
642,7195,10774,1998-04-23,339168,48,7066.0,1,46,POPLATEK MESICNE,1997-07-05,10794.0,0.0,0.0,0.0,3728.0,7066.0,1997-07-05,1998-04-13,183162.0,3591.4117647058824,2892.7856897908673,1000.0,41024.0,28634.21568627451,8016.831117876256,105919.0,0.0,77243.0,992.0,22368.0,0.0,104927.0,54875.0,0.0,159727.0,0.0,0.0,22368.0,75.0,992.0,112709,48,20,7,3,10,73.5,8369,1.7,2.31,117,2854.0,2618,OWNER,F,1942-01-13,No Card,
647,7202,10812,1998-05-29,140688,48,2931.0,1,16,POPLATEK MESICNE,1997-04-08,2931.0,0.0,0.0,0.0,0.0,2931.0,1997-04-08,1998-05-03,957827.0,11268.552941176471,13361.688528085384,300.0,140246.0,54575.44705882353,28027.55617139347,491261.0,67701.0,398865.0,2520.0,0.0,0.0,488741.0,466566.0,0.0,955142.0,0.0,0.0,0.0,165.0,2520.0,93931,74,21,10,1,8,56.9,8427,1.1,1.54,107,1874.0,1913,OWNER,M,1941-06-23,No Card,
648,7209,10857,1997-11-30,385560,60,6426.0,1,50,POPLATEK MESICNE,1996-10-02,6426.3,0.0,0.0,0.0,0.0,6426.3,1996-10-02,1997-11-26,461395.0,7820.254237288135,11192.638497588372,700.0,66055.0,29028.338983050846,19243.864942302836,235905.0,0.0,225490.0,2053.0,0.0,0.0,233852.0,225490.0,0.0,425352.0,0.0,0.0,33900.0,90.0,2053.0,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,OWNER,M,1956-04-15,No Card,
